datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,tzoffset
16/10/2014,1413414000,16.8,11.4,13.8,16.8,11.4,13.8,12,89.37,8.38,,8.33,,,,,3.1,216.1,1001.9,19.1,9.3,,,0,07:26:50,1413440810,18:05:47,1413479147,0.79,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
17/10/2014,1413500400,18,12.6,15.1,18,12.6,15.2,13.1,88.22,0.86,,8.33,,,,21.9,3.8,194.8,1008.7,19.1,11,,,0,07:28:34,1413527314,18:03:39,1413565419,0.83,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
18/10/2014,1413586800,18.5,15.6,17,18.5,15.6,17,14.6,85.57,0.92,,8.33,,,,30,4.1,199.9,1010.1,20,16.1,,,0,07:30:18,1413613818,18:01:31,1413651691,0.88,Rain,Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
19/10/2014,1413673200,18.3,13.8,16.1,18.3,13.8,16.1,12.7,81.05,5.44,,12.5,,,,35.2,4.9,231,1012.5,15.8,15.6,,,0,07:32:02,1413700322,17:59:25,1413737965,0.92,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
20/10/2014,1413759600,15.5,11.5,13.1,15.5,11.5,13.1,10,81.75,0.43,,8.33,,,,21.9,3.9,243.9,1015.3,18.4,17.6,,,0,07:33:46,1413786826,17:57:20,1413824240,0.95,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
21/10/2014,1413846000,13.5,7.3,11.1,13.5,6.3,10.8,6.5,74.28,1.94,,12.5,,,,44.9,7.4,270,1008,15.2,17.7,,,0,07:35:31,1413873331,17:55:15,1413910515,0.98,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
22/10/2014,1413932400,12.4,6.5,9.3,12.4,5.6,9.1,5,74.77,0.4,,8.33,,,,,3.7,275,1024,12,15.5,,,0,07:37:16,1413959836,17:53:12,1413996792,0.99,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
23/10/2014,1414018800,15.4,9.6,12.8,15.4,9.6,12.8,10,83.22,0.2,,4.17,,,,21.9,3.7,222,1019.5,23.6,15,,,0,07:39:01,1414046341,17:51:10,1414083070,1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
24/10/2014,1414105200,15.9,11.1,14.2,15.9,11.1,14.2,12.5,89.99,1.81,,12.5,,,,,3,230.2,1014.4,22.5,15.6,,,0,07:40:46,1414132846,17:49:08,1414169348,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
25/10/2014,1414191600,14.3,6,10.4,14.3,6,10.4,7.4,82.57,0.51,,8.33,,,,20.8,3.8,243.2,1018.1,16.6,20.4,,,0,07:42:32,1414219352,17:47:09,1414255629,0.01,Rain,Clear conditions throughout the day with rain clearing later.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
26/10/2014,1414278000,14.2,10.7,12.4,14.2,10.7,12.4,7.9,74.28,0,,0,,,,,3.7,221.8,1020.9,23.4,25.7,,,0,06:44:18,1414305858,16:45:10,1414341910,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
27/10/2014,1414368000,17.7,12.3,14.3,17.7,12.3,14.3,11.2,82.05,0,,0,,,,28.9,4.5,196.2,1019.5,11.6,19.1,,,0,06:46:04,1414392364,16:43:12,1414428192,0.07,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
28/10/2014,1414454400,17.8,11.1,13.8,17.8,11.1,13.8,11.3,85.74,0.6,,12.5,,,,,3.5,181.7,1013.5,6.7,11.9,,,0,06:47:50,1414478870,16:41:16,1414514476,0.11,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
29/10/2014,1414540800,14.7,10.8,12.1,14.7,10.8,12.1,11.2,93.97,1.5,,12.5,,,,,2.3,136.4,1016.1,25.7,5.2,,,0,06:49:37,1414565377,16:39:22,1414600762,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
30/10/2014,1414627200,16.9,12.1,14.6,16.9,12.1,14.6,13.5,92.92,0.5,,8.33,,,,,4.4,171.3,1018.1,21.1,3.2,,,0,06:51:24,1414651884,16:37:28,1414687048,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
31/10/2014,1414713600,21.4,12.6,15.8,21.4,12.6,15.8,12.4,82.12,0.4,,8.33,,,,,3.2,165,1016.8,8.3,9.7,,,0,06:53:11,1414738391,16:35:36,1414773336,0.27,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
01/11/2014,1414800000,16.4,11.9,14.4,16.4,11.9,14.4,10.6,78.58,0.43,,8.33,,,,28.9,3.5,216.3,1014.3,10.2,15.4,,,0,06:54:58,1414824898,16:33:46,1414859626,0.33,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03772099999', '03770099999']",obs,0
02/11/2014,1414886400,14.8,9.7,13.2,14.8,9.7,13.2,10.8,85.7,7.23,,12.5,,,,31.1,3.9,213.2,1004.7,18.3,12.5,,,0,06:56:45,1414911405,16:31:57,1414945917,0.38,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03772099999', '03770099999']",obs,0
03/11/2014,1414972800,9.6,5.2,8.2,9.6,5.2,8.2,6.3,88.31,4.71,,16.67,,,,,2.9,209.9,992.3,14.5,15.5,,,0,06:58:32,1414997912,16:30:10,1415032210,0.43,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03772099999', '03770099999']",obs,0
04/11/2014,1415059200,11.6,2.8,6.4,11.6,2.8,6.4,4.2,87.17,11.79,,16.67,,,,,1.8,216,992.7,12,6.9,,,0,07:00:19,1415084419,16:28:25,1415118505,0.46,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03772099999', '03770099999']",obs,0
05/11/2014,1415145600,9.8,3.2,6.5,9.8,3.2,6.5,4.1,85.22,4.73,,8.33,,,,,2.7,326.6,1004.1,15.5,8.3,,,0,07:02:06,1415170926,16:26:41,1415204801,0.49,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
06/11/2014,1415232000,11.1,-0.2,6,11.1,-0.2,5.9,3.3,83.97,0.2,,4.17,,,,28.9,3.9,197.7,1007,11.7,9,,,0,07:03:53,1415257433,16:24:59,1415291099,0.5,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
07/11/2014,1415318400,12.3,7,10.2,12.3,7,10.1,8,86.6,8.7,,12.5,,,,40,6,206.8,993.5,17.5,14.1,,,0,07:05:40,1415343940,16:23:19,1415377399,0.5,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
08/11/2014,1415404800,13,6,9.5,13,6,9.4,7.7,88.59,8.52,,12.5,,,,32,4.9,197.6,1000.3,14.8,11.7,,,0,07:07:26,1415430446,16:21:40,1415463700,0.52,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
09/11/2014,1415491200,11.8,6.5,8.3,11.8,6.5,8.3,6.4,88.06,1.79,,12.5,,,,,2.1,218.6,1003.1,11.1,8.9,,,0,07:09:13,1415516953,16:20:04,1415550004,0.54,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
10/11/2014,1415577600,11.8,5.6,8.6,11.8,5.6,8.6,6.6,87.62,2.18,,12.5,,,,28.9,3.7,178.6,1003.4,13.3,12.3,,,0,07:10:59,1415603459,16:18:30,1415636310,0.57,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
11/11/2014,1415664000,12.4,9.6,10.9,12.4,9,10.8,8.1,82.95,0.58,,8.33,,,,30,4.3,143.4,996.8,19.6,16,,,0,07:12:45,1415689965,16:16:57,1415722617,0.61,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
12/11/2014,1415750400,11.7,8.9,10.6,11.7,8.9,10.6,8.3,86.1,2.29,,8.33,,,,31.1,3.5,166.5,996.6,16.2,15.9,,,0,07:14:31,1415776471,16:15:27,1415808927,0.66,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
13/11/2014,1415836800,12.5,9,10.9,12.5,9,10.9,9.1,88.96,0.86,,12.5,,,,32.2,4.4,146,1003.5,19.2,13.1,,,0,07:16:16,1415862976,16:13:59,1415895239,0.7,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
14/11/2014,1415923200,13.2,6.2,10.5,13.2,6.2,10.5,8.6,88.05,13.28,,12.5,,,,28.9,4.2,155.8,999.6,12.4,15.2,,,0,07:18:01,1415949481,16:12:33,1415981553,0.75,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
15/11/2014,1416009600,11.4,4.9,8.1,11.4,4.9,8.1,7.4,95.49,1.92,,16.67,,,,,2,116.5,999.7,14.1,6.3,,,0,07:19:45,1416035985,16:11:09,1416067869,0.79,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
16/11/2014,1416096000,10.2,6.6,8.6,10.2,6.6,8.7,8.1,96.2,2.18,,16.67,,,,,2.1,72,999.9,20.8,5.2,,,0,07:21:28,1416122488,16:09:48,1416154188,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
17/11/2014,1416182400,9.2,6.6,7.8,9.2,6.6,7.8,6.7,92.44,7.81,,12.5,,,,,2.9,168.5,1000.4,21.7,8.3,,,0,07:23:11,1416208991,16:08:29,1416240509,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
18/11/2014,1416268800,11.6,6.8,8.6,11.6,6.8,8.6,7.1,90.31,1.9,,16.67,,,,,2.3,59.8,1010.3,15.4,10,,,0,07:24:54,1416295494,16:07:12,1416326832,0.92,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
19/11/2014,1416355200,10.8,5.8,8.1,10.8,5.8,8.1,6.9,92.15,0.2,,4.17,,,,,2.6,102.7,1018.9,13.8,3.1,,,0,07:26:35,1416381995,16:05:58,1416413158,0.96,Rain,Clear conditions throughout the day with early morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
20/11/2014,1416441600,10.3,5.3,6.8,10.3,5.3,6.8,5.6,92.15,0.4,,8.33,,,,,2.6,80.8,1024.7,16.5,3.3,,,0,07:28:16,1416468496,16:04:46,1416499486,0.98,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
21/11/2014,1416528000,8,4.2,6.5,8,4.2,6.5,5.5,93.45,2.58,,16.67,,,,,3.1,104.4,1018.8,18.9,2.5,,,0,07:29:55,1416554995,16:03:37,1416585817,1,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
22/11/2014,1416614400,13.6,8.3,11.7,13.6,8.3,11.8,11.3,96.88,2.38,,16.67,,,,,2.1,168.4,1013,24.1,2.7,,,0,07:31:34,1416641494,16:02:31,1416672151,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
23/11/2014,1416700800,12.1,4.7,8.3,12.1,4.7,8.3,7.4,94.32,23.02,,16.67,,,,,2.5,287.2,1017.1,21.9,6.9,,,0,07:33:11,1416727991,16:01:27,1416758487,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
24/11/2014,1416787200,7.7,0.5,3.1,7.7,0.5,3.1,1.7,91.03,1,,12.5,,,,,1.3,231.8,1026.2,4.5,11,,,0,07:34:47,1416814487,16:00:26,1416844826,0.02,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
25/11/2014,1416873600,7.2,0.7,4.3,7.2,0.7,4.3,3.2,92.72,2.89,,12.5,,,,,2.7,93,1022.9,18.7,8.9,,,0,07:36:22,1416900982,15:59:28,1416931168,0.05,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
26/11/2014,1416960000,9,7,7.9,9,7,7.9,7.4,97.03,7.25,,16.67,,,,,1.7,77.2,1011.8,24.3,2.1,,,0,07:37:56,1416987476,15:58:33,1417017513,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
27/11/2014,1417046400,9.7,8.1,8.7,9.7,8.1,8.7,7.9,94.69,6.11,,12.5,,,,,2,129.3,1003.6,20.7,5.8,,,0,07:39:28,1417073968,15:57:41,1417103861,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
28/11/2014,1417132800,11,9.2,10,11,9.2,10,8.9,92.71,0,,0,,,,,3.6,89.8,1003.5,21.7,5.5,,,0,07:40:59,1417160459,15:56:51,1417190211,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
29/11/2014,1417219200,12.1,6.3,9.6,12.1,6.3,9.6,8,89.96,0.3,,4.17,,,,,2.6,83,1010.2,13.2,6.1,,,0,07:42:28,1417246948,15:56:05,1417276565,0.25,Rain,Clear conditions throughout the day with early morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
30/11/2014,1417305600,10.8,4.1,8.2,10.8,4.1,8.2,6.9,91.59,0.61,,12.5,,,,,3,280.6,1014,16,6,,,0,07:43:56,1417333436,15:55:21,1417362921,0.31,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
01/12/2014,1417392000,9.2,5.4,6.6,9.2,5.4,6.6,4.4,85.85,0.2,,4.17,,,,23,3,63.5,1014.3,26.7,7.1,,,0,07:45:21,1417419921,15:54:41,1417449281,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
02/12/2014,1417478400,7.1,5.1,6,6.4,3.8,5.3,4.1,87.22,1.21,,8.33,,,,34.4,4.5,121.2,1018.1,25.2,9.4,,,0,07:46:45,1417506405,15:54:04,1417535644,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
03/12/2014,1417564800,7.1,3,5,6.3,2.1,4.4,2.5,83.96,0.36,,4.17,,,,28.9,4,23.9,1023.9,14,15.8,,,0,07:48:07,1417592887,15:53:30,1417622010,0.45,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
04/12/2014,1417651200,5.5,2.9,3.6,5.5,2.8,3.6,1.9,89.01,0.97,,8.33,,,,,3.2,68.3,1016.9,25.8,6.1,,,0,07:49:27,1417679367,15:53:00,1417708380,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
05/12/2014,1417737600,5.8,2.1,3.4,5.8,2.1,3.4,1.9,89.94,0.82,,12.5,,,,,2.2,304.7,1019.4,16.1,8.6,,,0,07:50:44,1417765844,15:52:32,1417794752,0.49,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
06/12/2014,1417824000,5.1,-1.2,1.5,5.1,-1.2,1.5,-0.6,86.57,0.21,,4.17,,,,,1.7,279.4,1027.2,2.5,13.3,,,0,07:52:00,1417852320,15:52:08,1417881128,0.5,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
07/12/2014,1417910400,9,2.3,5.8,8.4,2.3,5.5,2.9,82.66,0.92,,4.17,,,,31.5,4.4,253.5,1018.9,15.3,16.8,,,0,07:53:13,1417938793,15:51:47,1417967507,0.51,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
08/12/2014,1417996800,5.7,1.2,3.3,4.9,1.2,3,0.2,80.44,0,,0,,,,21.9,3.4,276.1,1019.8,10.5,21.8,,,0,07:54:24,1418025264,15:51:30,1418053890,0.53,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
09/12/2014,1418083200,10.2,-1,3.6,10.2,-1,3.3,1.9,89.04,0.2,,4.17,,,,36.5,5,241.8,1024.8,13.8,13.4,,,0,07:55:32,1418111732,15:51:16,1418140276,0.54,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
10/12/2014,1418169600,11,4.9,7.2,11,3.2,6.4,2.7,73.35,1.66,,4.17,,,,42.1,8.2,254.4,1014.3,12.1,17.4,,,0,07:56:38,1418198198,15:51:05,1418226665,0.58,Rain,Clear conditions throughout the day with early morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
11/12/2014,1418256000,7.9,4.4,6,6.8,2.8,4.7,2.7,79.47,2.83,,12.5,,,,39.1,5.1,255,1008.6,16,20.8,,,0,07:57:41,1418284661,15:50:58,1418313058,0.62,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
12/12/2014,1418342400,9.3,2.4,6.4,8.1,2.4,5.7,3.8,83.67,12.16,,12.5,,,,48.3,5.3,259.4,996.7,19.9,19.8,,,0,07:58:41,1418371121,15:50:54,1418399454,0.66,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
13/12/2014,1418428800,5.1,-0.9,1.6,5.1,-0.9,1.6,-0.5,86.56,0,,0,,,,,1.8,283.8,1010.7,7,16.4,,,0,07:59:39,1418457579,15:50:54,1418485854,0.71,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
14/12/2014,1418515200,8.5,-0.9,3.9,7.8,-0.9,3.5,2,87.63,0.2,,4.17,,,,28.9,4,216.5,1011.7,13.4,13.2,,,0,08:00:34,1418544034,15:50:57,1418572257,0.75,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
15/12/2014,1418601600,8.9,2.6,6,8.4,2.6,5.9,3.9,86.9,0.3,,4.17,,,,33.3,3.6,261.5,1011.5,14.7,17.9,,,0,08:01:26,1418630486,15:51:03,1418658663,0.8,Rain,Clear conditions throughout the day with early morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
16/12/2014,1418688000,6.5,0.3,3.4,6.5,0.3,3.4,1.8,89.81,0.4,,8.33,,,,,2.7,263.3,1014.5,10,9.1,,,0,08:02:15,1418716935,15:51:13,1418745073,0.85,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
17/12/2014,1418774400,12.6,5,10.3,12.6,5,10.2,8.8,90.8,10.74,,12.5,,,,29.6,8,255,1005.9,29.2,13.4,,,0,08:03:01,1418803381,15:51:27,1418831487,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
18/12/2014,1418860800,12.8,11.7,12.3,12.8,11.7,12.3,10,85.8,0.43,,8.33,,,,34.3,5.2,253.9,1009.1,23.8,22.4,,,0,08:03:44,1418889824,15:51:44,1418917904,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
19/12/2014,1418947200,11.9,4.7,8.8,11.9,4.7,8.5,5,77.76,2.93,,8.33,,,,32.2,5.4,265.3,1014.1,11.7,20.5,,,0,08:04:24,1418976264,15:52:04,1419004324,0.96,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
20/12/2014,1419033600,8.6,4.3,6.4,7.5,4.3,6,2.4,75.98,0,,0,,,,31.1,4.9,260.8,1025.8,11.8,19.3,,,0,08:05:00,1419062700,15:52:28,1419090748,0.99,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
21/12/2014,1419120000,10.9,3.6,7.4,10.9,3.6,6.9,5.3,87.01,0.8,,8.33,,,,31.6,5.2,244.8,1026.5,20.5,20.7,,,0,08:05:34,1419149134,15:52:55,1419177175,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
22/12/2014,1419206400,12.8,10.9,11.8,12.8,10.9,11.8,8.5,80.36,0.2,,4.17,,,,36.6,6,248.2,1017.6,25,18.7,,,0,08:06:04,1419235564,15:53:25,1419263605,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
23/12/2014,1419292800,12.3,9.9,10.9,12.3,9,10.8,6.8,76.16,0.2,,4.17,,,,35.4,5.4,244.8,1016.1,22.6,24,,,0,08:06:31,1419321991,15:53:59,1419350039,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
24/12/2014,1419379200,11,4.2,7.9,11,3.2,7.7,3.9,76.16,2.03,,8.33,,,,33.3,5,268,1016.6,15.9,24.1,,,0,08:06:54,1419408414,15:54:36,1419436476,0.04,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
25/12/2014,1419465600,7.2,2.7,4.5,7.2,2.7,4.3,1.4,80.3,0.2,,4.17,,,,,3.7,278.9,1028.1,5.5,19.9,,,0,08:07:14,1419494834,15:55:16,1419522916,0.08,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
26/12/2014,1419552000,6.9,-0.7,2.1,6.9,-0.7,1.9,1.1,93.69,3.8,,8.33,,,,30.3,3.9,208.6,1024.8,15.2,10.4,,,0,08:07:31,1419581251,15:56:00,1419609360,0.12,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
27/12/2014,1419638400,8.3,1.2,2.7,7.3,-1.8,1.3,1.2,89.62,8.66,,8.33,,,,42.3,6.5,286.9,1006.8,21.3,12.2,,,0,08:07:45,1419667665,15:56:46,1419695806,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
28/12/2014,1419724800,4.5,-1.3,1.4,4.5,-1.3,1.2,-1.6,80.95,0.4,,4.17,,,,,3.2,74.9,1028.8,2.7,15.8,,,0,08:07:55,1419754075,15:57:36,1419782256,0.23,Rain,Clear conditions throughout the day with early morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
29/12/2014,1419811200,3.8,-1.5,0.4,3.8,-1.5,0.4,-1.2,89.48,0.2,,4.17,,,,,2,289.7,1040.4,2.2,8.4,,,0,08:08:01,1419840481,15:58:29,1419868709,0.29,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
30/12/2014,1419897600,5.4,-2.5,0.6,5.4,-2.5,0.6,-1,89.57,0.2,,4.17,,,,,1.8,259,1039.4,4,8.1,,,0,08:08:05,1419926885,15:59:25,1419955165,0.34,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
31/12/2014,1419984000,5.8,-2.4,1.6,5.8,-2.4,1.5,0.6,93.41,0.36,,4.17,,,,,3.1,186.2,1033.9,11.6,5.9,,,0,08:08:04,1420013284,16:00:23,1420041623,0.39,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
