datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,tzoffset
30/05/2020,1590793200,23.3,8.3,16.2,23.3,7.2,15.9,6.1,55.7,0,,0,,0,0,26.4,14.5,79.2,1023.6,1.4,19.9,,,0,04:50:01,1590810601,21:08:18,1590869298,0.27,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
31/05/2020,1590879600,22.9,10.2,16.9,22.9,10.2,17,6.4,52.47,0,,0,,0,0,30,17,81.5,1022.9,0.7,23.6,,,0,04:49:10,1590896950,21:09:26,1590955766,0.33,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
01/06/2020,1590966000,24.2,9.2,17.5,24.2,8.3,17.5,8.2,57.28,0,,0,,0,0,,11.7,62.4,1022.9,1.7,26.1,,,0,04:48:21,1590983301,21:10:31,1591042231,0.38,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
02/06/2020,1591052400,22.7,10.7,17,22.7,10.7,17,7.6,57.84,0,,0,,0,0,,7.9,167.2,1019.2,5.1,22.4,,,0,04:47:36,1591069656,21:11:34,1591128694,0.43,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
03/06/2020,1591138800,17.1,11.8,14.4,17.1,11.8,14.4,8.8,69.19,0.2,,4.17,,0,0,28.9,13.5,147.2,1009.3,26.2,19,,,0,04:46:53,1591156013,21:12:35,1591215155,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
04/06/2020,1591225200,14.7,9.5,11.3,14.7,7.1,10.7,6.9,75.76,0.4,,9.09,,0,0,,12,234.4,1003.9,24,21.5,,,0,04:46:13,1591242373,21:13:34,1591301614,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
05/06/2020,1591311600,14,9.5,11.6,14,7.2,11.2,5.2,66.66,4.79,,12.5,,0,0,36.7,18.2,290,996.8,20.8,24.5,,,0,04:45:36,1591328736,21:14:30,1591388070,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
06/06/2020,1591398000,13,6.4,9.5,13,3.1,7.8,5.6,76.94,10.96,,12.5,,0,0,34.4,19.9,265.8,998.6,14.8,21.2,,,0,04:45:03,1591415103,21:15:24,1591474524,0.51,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
07/06/2020,1591484400,16.4,7.3,11.3,16.4,5.9,10.9,8.4,83.07,2.76,,12.5,,0,0,,10.8,201.6,1008.9,17.2,20.4,,,0,04:44:32,1591501472,21:16:16,1591560976,0.52,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
08/06/2020,1591570800,14.5,9.5,11.7,14.5,7.4,11.3,6.6,71.53,0,,0,,0,0,,11.1,28.8,1018.8,23.6,21.2,,,0,04:44:04,1591587844,21:17:05,1591647425,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
09/06/2020,1591657200,17.8,7.2,13.1,17.8,6.5,12.9,6.1,64.01,0,,0,,0,0,,8.5,147,1020.2,23.6,21.1,,,0,04:43:39,1591674219,21:17:51,1591733871,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
10/06/2020,1591743600,14.4,10.7,12.4,14.4,10.7,12.4,10.1,86.36,3.49,,12.5,,0,0,,10.9,187.9,1015.3,25.3,11.8,,,0,04:43:17,1591760597,21:18:35,1591820315,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
11/06/2020,1591830000,18.1,10.3,13.2,18.1,10.3,13.2,10.9,86.48,3.82,,12.5,,0,0,31.1,17.1,68.2,1012.1,24.5,12.5,,,0,04:42:59,1591846979,21:19:16,1591906756,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
12/06/2020,1591916400,19.7,12.6,15.7,19.7,12.6,15.7,12.9,83.99,1.75,,4.17,,0,0,30.4,16,79,1006.2,21.2,8.9,,,0,04:42:43,1591933363,21:19:54,1591993194,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
13/06/2020,1592002800,22.4,12.2,17.3,22.4,12.2,17.3,11.6,72.22,0.67,,4.17,,0,0,30,15.7,122.4,1008.4,12,18.8,,,0,04:42:31,1592019751,21:20:30,1592079630,0.77,Rain,Clear conditions throughout the day with early morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
14/06/2020,1592089200,21.6,11.1,17,21.6,11.1,17.1,11.8,73.03,4.07,,8.33,,0,0,,11.3,159.3,1013.8,9.5,20,,,0,04:42:22,1592106142,21:21:02,1592166062,0.81,Rain,Clear conditions throughout the day with rain clearing later.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
15/06/2020,1592175600,22.8,9.9,16.8,22.8,9.6,16.8,11.3,72.53,2.03,,4.17,,0,0,,8.5,242.6,1016.1,10.3,20.1,,,0,04:42:15,1592192535,21:21:32,1592252492,0.86,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
16/06/2020,1592262000,22.2,12.9,17.6,22.2,12.9,17.6,12.2,72.73,1.42,,12.5,,0,0,20.8,10.6,195,1014.2,15.3,19,,,0,04:42:12,1592278932,21:21:59,1592338919,0.9,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
17/06/2020,1592348400,20.4,12,16.6,20.4,12,16.6,13.3,81.98,4.23,,8.33,,0,0,,10.3,168.8,1012.6,19.1,17.3,,,0,04:42:12,1592365332,21:22:23,1592425343,0.94,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
18/06/2020,1592434800,17.6,13,14.8,17.6,13,14.8,13,89.72,32.55,,12.5,,0,0,,10.4,209.5,1010.3,21.8,10.5,,,0,04:42:15,1592451735,21:22:44,1592511764,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
19/06/2020,1592521200,17.6,13,14.9,17.6,13,14.9,12,83.11,2.54,,12.5,,0,0,,15.7,207.9,1013.7,22.6,16.8,,,0,04:42:21,1592538141,21:23:01,1592598181,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
20/06/2020,1592607600,20.4,11.5,16.1,20.4,11.5,16.1,11.7,76.86,0.4,,8.33,,0,0,,12.8,204.3,1019.1,17.8,20.2,,,0,04:42:31,1592624551,21:23:16,1592684596,1,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
21/06/2020,1592694000,20.5,13.5,16.6,20.5,13.5,16.6,11.3,72.51,1.63,,8.33,,0,0,30.9,16.1,226.8,1016.7,17.3,19.2,,,0,04:42:43,1592710963,21:23:28,1592771008,0,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
22/06/2020,1592780400,21.6,9.5,16.1,21.6,9.1,16.1,9.4,66.68,0,,0,,0,0,,11.6,232.1,1024.3,2.7,15.9,,,0,04:42:58,1592797378,21:23:36,1592857416,0.01,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
23/06/2020,1592866800,26.9,11.2,19.6,26.9,11.2,19.6,11.9,64.49,0,,0,,0,0,,8.8,176.8,1023.5,1.5,17,,,0,04:43:17,1592883797,21:23:42,1592943822,0.03,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
24/06/2020,1592953200,29.1,15.2,22.5,28.8,15.2,22.4,13.3,58.35,0,,0,,0,0,,11.4,95.5,1020.5,0.3,17,,,0,04:43:38,1592970218,21:23:44,1593030224,0.06,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
25/06/2020,1593039600,29.8,16.5,23.7,29.4,16.5,23.5,13.7,55.75,0,,0,,0,0,,14.2,94.3,1015.8,0.8,19.3,,,0,04:44:02,1593056642,21:23:43,1593116623,0.1,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
26/06/2020,1593126000,28.4,16.1,22.1,28.6,16.1,22.1,14.9,65.61,0.6,,4.17,,0,0,,14.8,170.8,1008.8,9.9,19,,,0,04:44:29,1593143069,21:23:39,1593203019,0.14,Rain,Clear conditions throughout the day with morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
27/06/2020,1593212400,19,14.5,16.3,19,14.5,16.3,13.1,81.99,4.96,,8.33,,0,0,33,20.5,204.6,1004.8,21.6,15.5,,,0,04:44:59,1593229499,21:23:32,1593289412,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
28/06/2020,1593298800,17.6,11.5,14.7,17.6,11.5,14.7,9.7,72.31,3.92,,12.5,,0,0,33,19,242.3,1008.7,16.4,20,,,0,04:45:32,1593315932,21:23:22,1593375802,0.26,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
29/06/2020,1593385200,17.9,11.1,14.2,17.9,11.1,14.2,8.2,67.73,1.16,,4.17,,0,0,38.2,21.5,247.6,1009.3,21.2,18.8,,,0,04:46:07,1593402367,21:23:09,1593462189,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
30/06/2020,1593471600,17.5,12.4,14.9,17.5,12.4,14.9,11.6,80.61,0.88,,8.33,,0,0,,14,234.4,1007.1,25.1,18.3,,,0,04:46:45,1593488805,21:22:52,1593548572,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
01/07/2020,1593558000,19.7,14.1,16.8,19.7,14.1,16.8,12.9,78.43,2.86,,12.5,,0,0,28.9,16,243.7,1005.2,22.6,22,,,0,04:47:26,1593575246,21:22:32,1593634952,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
02/07/2020,1593644400,18.4,10.3,14.9,18.4,10.3,14.9,11.7,81.37,12.15,,12.5,,0,0,,13.4,263.8,1010.9,16.5,22.6,,,0,04:48:10,1593661690,21:22:09,1593721329,0.46,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
03/07/2020,1593730800,19.3,10.5,14.9,19.3,10.5,14.9,11.2,79.67,1.31,,8.33,,0,0,31.5,18.5,241.7,1015.3,19.2,17.9,,,0,04:48:56,1593748136,21:21:43,1593807703,0.48,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
04/07/2020,1593817200,19.1,14.3,16.9,19.1,14.3,16.9,15,88.78,1.38,,8.33,,0,0,31.1,16.1,229.9,1010.4,26.5,15.8,,,0,04:49:44,1593834584,21:21:14,1593894074,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
05/07/2020,1593903600,19.5,13,17,19.5,13,17,10.9,69.03,0.46,,8.33,,0,0,39.7,23.5,253.5,1010.1,17,20,,,0,04:50:35,1593921035,21:20:42,1593980442,0.5,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
06/07/2020,1593990000,19.2,11.2,14.7,19.2,11.2,14.7,8,65.06,0,,0,,0,0,30.7,17.4,290.1,1018.7,13.5,19,,,0,04:51:28,1594007488,21:20:07,1594066807,0.51,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
07/07/2020,1594076400,18.6,8.5,13.8,18.6,8.5,13.8,9,74.43,0.63,,4.17,,0,0,19.7,13.8,263.5,1020.3,20.7,17.6,,,0,04:52:24,1594093944,21:19:29,1594153169,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
08/07/2020,1594162800,19.3,13,15.9,19.3,13,15.9,14.7,92.86,10.42,,12.5,,0,0,,10.1,250.7,1014.5,24.5,10.3,,,0,04:53:22,1594180402,21:18:48,1594239528,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
09/07/2020,1594249200,18.4,14,16.3,18.4,14,16.4,15.2,93.05,9.95,,16.67,,0,0,,13,248.7,1011.6,24.2,14.3,,,0,04:54:22,1594266862,21:18:04,1594325884,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
10/07/2020,1594335600,17.2,11.4,14.2,17.2,11.4,14.2,9.5,75.57,2.81,,8.33,,0,0,,12.4,323.1,1017.5,18.9,24.3,,,0,04:55:24,1594353324,21:17:17,1594412237,0.64,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
11/07/2020,1594422000,18.8,8.4,14.2,18.8,7.8,14.1,7.6,66.5,0,,0,,0,0,,11.1,291,1026.3,8,27.7,,,0,04:56:28,1594439788,21:16:27,1594498587,0.68,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
12/07/2020,1594508400,22.5,8.6,16.4,22.5,8.2,16.3,8.2,61.33,0,,0,,0,0,,9.3,183.9,1027.9,8.1,24.4,,,0,04:57:34,1594526254,21:15:35,1594584935,0.73,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
13/07/2020,1594594800,22.8,11.2,17.3,22.8,11.2,17.3,10.5,66.36,0,,0,,0,0,0,14.7,262,1023.1,17.4,23.4,,,0,04:58:41,1594612721,21:14:40,1594671280,0.78,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
14/07/2020,1594681200,19.4,14.3,16.7,19.4,14.3,16.7,12.3,77.06,3.36,,8.33,,0,0,0,10.4,318.8,1016.6,22.9,20.6,,,0,04:59:51,1594699191,21:13:42,1594757622,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
15/07/2020,1594767600,17.4,11.7,14.8,17.4,11.7,14.8,11,78.46,0,,0,,0,0,,10.1,280.3,1016.1,24.9,26.5,,,0,05:01:03,1594785663,21:12:41,1594843961,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
16/07/2020,1594854000,21.6,14.6,17.5,21.6,14.6,17.5,13.2,76.59,0,,0,,0,0,20.8,11.1,281.3,1019.8,23,27.2,,,0,05:02:16,1594872136,21:11:37,1594930297,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
17/07/2020,1594940400,25.2,16,20.4,25.2,16,20.4,13.8,67.94,0,,0,,0,0,18.3,12.3,280,1020.6,13.5,24.8,,,0,05:03:30,1594958610,21:10:31,1595016631,0.95,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
18/07/2020,1595026800,22.9,14,18,22.9,14,18,12.9,73.65,0,,0,,0,0,,12.4,270,1018.3,17.2,23.6,,,0,05:04:46,1595045086,21:09:23,1595102963,0.98,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
19/07/2020,1595113200,18.9,13.3,16.2,18.9,13.3,16.2,11.2,74.32,2.46,,8.33,,0,0,,9,126,1018,21.8,21.8,,,0,05:06:04,1595131564,21:08:12,1595189292,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
20/07/2020,1595199600,19.8,9.9,15.4,19.8,8.9,15.3,7.2,59.98,0,,0,,0,0,,9.1,230.9,1023.1,2.9,25.1,,,0,05:07:23,1595218043,21:06:58,1595275618,1,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
21/07/2020,1595286000,20.2,8.8,15.3,20.2,8.4,15.3,6.8,59.05,0,,0,,0,0,,8.1,167.8,1026.1,6.1,24.4,,,0,05:08:44,1595304524,21:05:42,1595361942,0,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
22/07/2020,1595372400,24.4,12.3,18.5,24.4,12.3,18.5,9.3,57.39,0,,0,,0,0,,11.5,213.2,1023.4,17,23,,,0,05:10:05,1595391005,21:04:24,1595448264,0.02,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
23/07/2020,1595458800,24.8,12.2,18.2,24.8,12.2,18.2,9.6,59.22,0,,0,,0,0,,13.9,238.1,1016.1,18.6,25.3,,,0,05:11:28,1595477488,21:03:03,1595534583,0.05,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
24/07/2020,1595545200,22.9,15.1,19.1,22.9,15.1,19.1,13.9,73.21,0,,0,,0,0,,11.7,250.8,1012.2,21.6,23,,,0,05:12:52,1595563972,21:01:41,1595620901,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
25/07/2020,1595631600,21.9,13.7,17.4,21.9,13.7,17.4,15.1,86.84,14.41,,8.33,,0,0,28.9,17.5,221.3,1007.4,23.1,18.6,,,0,05:14:17,1595650457,21:00:16,1595707216,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
26/07/2020,1595718000,20,11.8,16.1,20,11.8,16.1,12.7,81.93,4.82,,12.5,,0,0,30,13.4,246,1010.1,15.1,18.7,,,0,05:15:43,1595736943,20:58:48,1595793528,0.19,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
27/07/2020,1595804400,19.8,14.9,16.5,19.8,14.9,16.5,14.6,88.6,2.69,,13.04,,0,0,31.1,16,206.9,1007.7,23.6,14.7,,,0,05:17:10,1595823430,20:57:19,1595879839,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
28/07/2020,1595890800,19.4,12,15.4,19.4,12,15.4,9,67.74,0.27,,4.17,,0,0,23,14.5,282.9,1013.6,10.4,25.6,,,0,05:18:38,1595909918,20:55:48,1595966148,0.31,Rain,Clear conditions throughout the day with early morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
29/07/2020,1595977200,21.7,8.5,15.7,21.7,8.1,15.7,9.1,66.83,0,,0,,0,0,,10.3,265,1020,13.1,26.7,,,0,05:20:06,1595996406,20:54:15,1596052455,0.36,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
30/07/2020,1596063600,27.5,11.9,20.2,26.9,11.9,20.1,10.1,56.98,0,,0,,0,0,,8,186.9,1018.1,4.6,26.2,,,0,05:21:36,1596082896,20:52:39,1596138759,0.41,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
31/07/2020,1596150000,34.7,14.7,24.1,34.1,14.7,23.8,13.5,55.61,0,,0,,0,0,30.6,17.3,151.4,1011.8,5.7,21,,,0,05:23:06,1596169386,20:51:02,1596225062,0.45,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
01/08/2020,1596236400,23.7,14.7,19.9,23.7,14.7,19.9,13.6,68.41,0,,0,,0,0,19.7,13.4,265.2,1014.7,12.1,23.1,,,0,05:24:37,1596255877,20:49:23,1596311363,0.47,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
02/08/2020,1596322800,22.3,11.1,17.2,22.3,11.1,17.2,9.9,64.29,0,,0,,0,0,20.8,12.8,273.3,1016.3,12.5,26.3,,,0,05:26:08,1596342368,20:47:42,1596397662,0.49,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
03/08/2020,1596409200,20.5,12.6,16.8,20.5,12.6,16.8,8.6,59.97,0,,0,,0,0,,10.6,298.6,1015.9,14.2,28.5,,,0,05:27:40,1596428860,20:46:00,1596483960,0.5,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
04/08/2020,1596495600,21.4,8.8,16.1,21.4,8.8,16.1,9.3,66.77,0,,0,,0,0,19.7,13.8,243.8,1015.9,11.1,25.1,,,0,05:29:13,1596515353,20:44:15,1596570255,0.51,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
05/08/2020,1596582000,24.1,15,19.1,24.1,15,19.1,12.4,67.6,0,,0,,0,0,28.9,17.4,214.2,1012.5,19.9,24.5,,,0,05:30:46,1596601846,20:42:30,1596656550,0.52,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
06/08/2020,1596668400,26.9,17.5,21.1,27.5,17.5,21.1,16.6,77.34,0.4,,4.17,,0,0,,10.6,211.3,1016.7,19.2,22.3,,,0,05:32:19,1596688339,20:40:42,1596742842,0.54,Rain,Clear conditions throughout the day with morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
07/08/2020,1596754800,34,14.1,24,32.6,14.1,23.6,13.6,58.56,0,,0,,0,0,20.8,9.8,216.7,1017.9,7.4,21.2,,,0,05:33:53,1596774833,20:38:53,1596829133,0.57,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
08/08/2020,1596841200,28.3,17.9,23,28.8,17.9,23.1,16.3,67.09,0,,0,,0,0,,11.5,100.3,1019.4,17.5,18.8,,,0,05:35:28,1596861328,20:37:02,1596915422,0.61,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
09/08/2020,1596927600,31.4,16.4,22,32,16.4,22.1,16.3,72.89,0,,0,,0,0,,11.5,55.4,1018.3,13.6,11.7,,,0,05:37:02,1596947822,20:35:10,1597001710,0.65,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
10/08/2020,1597014000,32.8,17.3,24.2,33.1,17.3,24.4,16.9,67.15,0,,0,,0,0,20.8,10.9,84,1014.4,10.2,13.9,,,0,05:38:37,1597034317,20:33:17,1597087997,0.7,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
11/08/2020,1597100400,32.4,18.9,25.8,32.5,18.9,26,17.2,62.18,0,,0,,0,0,10.3,8.5,105.4,1014.3,9.3,13.2,,,0,05:40:12,1597120812,20:31:22,1597174282,0.74,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
12/08/2020,1597186800,32.5,20,24.6,33.3,20,24.9,18.2,69.73,16.68,,8.33,,0,0,42.5,12.2,145.3,1013.3,9.1,9.6,,,0,05:41:48,1597207308,20:29:26,1597260566,0.79,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
13/08/2020,1597273200,26.9,17.7,20.8,28,17.7,20.8,17.6,82.62,12.46,,8.7,,0,0,0,12.3,50.7,1012.8,21.7,7.9,,,0,05:43:23,1597293803,20:27:29,1597346849,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
14/08/2020,1597359600,19,16.2,17.2,19,16.2,17.2,16.1,93.2,34.46,,16.67,,0,0,0,8.1,126.6,1014,26.4,5.7,,,0,05:44:59,1597380299,20:25:30,1597433130,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
15/08/2020,1597446000,18.8,15.7,17.1,18.8,15.7,17.1,16.4,95.93,13.75,,16.67,,0,0,,8.4,71.5,1014.9,26.8,4.4,,,0,05:46:35,1597466795,20:23:30,1597519410,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
